"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52"
"1",1,1,0.0804115058813479,0.625163021763876,0.292753164318399,0.00167230803637615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804115058813479,0.625163021763876,0.292753164318399,0.00167230803637615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",1,0.5,0.0339236040436932,0.532023882217247,0.422416717552073,0.0116357961869869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339236040436932,0.532023882217247,0.422416717552073,0.0116357961869869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",1,0.333333333333333,0.0100514382351694,0.409484285832749,0.543033976374094,0.037430299557988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100514382351694,0.409484285832749,0.543033976374094,0.037430299557988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",1,0.25,0.00125642977939593,0.280159968639512,0.631989204755335,0.0865943968257558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125642977939593,0.280159968639512,0.631989204755335,0.0865943968257558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",1,0.2,-1.49457269477127e-16,0.166666666666667,0.666666666666667,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.49457269477127e-16,0.166666666666667,0.666666666666667,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",1,0.166666666666667,5.25686265351322e-15,0.0865943968257538,0.631989204755335,0.280159968639513,0.00125642977939606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25686265351322e-15,0.0865943968257538,0.631989204755335,0.280159968639513,0.00125642977939606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",1,0.142857142857143,4.37497260641351e-15,0.037430299557986,0.543033976374095,0.409484285832749,0.0100514382351685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37497260641351e-15,0.037430299557986,0.543033976374095,0.409484285832749,0.0100514382351685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",1,0.125,8.48561672317505e-15,0.0116357961869832,0.422416717552073,0.532023882217247,0.0339236040436936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.48561672317505e-15,0.0116357961869832,0.422416717552073,0.532023882217247,0.0339236040436936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",1,0.111111111111111,8.31279489688086e-15,0.00167230803637325,0.292753164318399,0.625163021763877,0.0804115058813478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.31279489688086e-15,0.00167230803637325,0.292753164318399,0.625163021763877,0.0804115058813478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",1,0.1,1.42409955355971e-14,1.25642977609908e-06,0.176659052702204,0.66628596844351,0.157053722424507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42409955355971e-14,1.25642977609908e-06,0.176659052702204,0.66628596844351,0.157053722424507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",1,0.0909090909090909,1.32619609738427e-14,-3.41300665851878e-15,0.0930863694958947,0.638272610082095,0.26772508311283,0.000915937309179723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32619609738427e-14,-3.41300665851878e-15,0.0930863694958947,0.638272610082095,0.26772508311283,0.000915937309179723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",1,0.0833333333333333,1.46135274020631e-14,-4.96592462382326e-15,0.0411706910112499,0.553727450226534,0.396484006905338,0.00861785185687755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46135274020631e-14,-4.96592462382326e-15,0.0411706910112499,0.553727450226534,0.396484006905338,0.00861785185687755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",1,0.0769230769230769,8.99280649946377e-15,-4.1152858573125e-15,0.0133784642910091,0.435258686327279,0.520719783492021,0.0306430658896905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.99280649946377e-15,-4.1152858573125e-15,0.0133784642910091,0.435258686327279,0.520719783492021,0.0306430658896905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1,0.0714285714285714,9.5511706182938e-15,-2.44816916305374e-15,0.00217111065879574,0.30548205441346,0.617816676843748,0.0745301580839948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5511706182938e-15,-2.44816916305374e-15,0.00217111065879574,0.30548205441346,0.617816676843748,0.0745301580839948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",1,0.0666666666666667,2.00030964014886e-14,-8.45872850929741e-15,1.00514382367087e-05,0.187013290514205,0.665158950931392,0.147817707116167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00030964014886e-14,-8.45872850929741e-15,1.00514382367087e-05,0.187013290514205,0.665158950931392,0.147817707116167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",1,0.0625,1.49752172468043e-14,4.2532438074977e-15,-6.06282355549031e-15,0.0998949624704423,0.643990622008127,0.25547112347438,0.000643292047050784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49752172468043e-14,4.2532438074977e-15,-6.06282355549031e-15,0.0998949624704423,0.643990622008127,0.25547112347438,0.000643292047050784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",1,0.0588235294117647,6.17561557447743e-15,6.97876543880038e-15,-6.71446701881804e-15,0.0451523169821554,0.564081688038539,0.383438496505869,0.00732749847343783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17561557447743e-15,6.97876543880038e-15,-6.71446701881804e-15,0.0451523169821554,0.564081688038539,0.383438496505869,0.00732749847343783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",1,0.0555555555555556,1.41941580017457e-14,3.56913934171366e-15,-8.99782262857741e-15,0.0152869811259121,0.447987576422343,0.509144295934444,0.0275811465173023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41941580017457e-14,3.56913934171366e-15,-8.99782262857741e-15,0.0152869811259121,0.447987576422343,0.509144295934444,0.0275811465173023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",1,0.0526315789473684,-1.2195106036117e-15,8.21451196994505e-15,-9.34185183636832e-15,0.00276037622533316,0.31832402318867,0.609972785730978,0.0689428148550206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2195106036117e-15,8.21451196994505e-15,-9.34185183636832e-15,0.00276037622533316,0.31832402318867,0.609972785730978,0.0689428148550206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",1,0.05,-9.03964403331514e-15,3.47963845237498e-15,-7.96927899105598e-15,3.39236040420991e-05,0.197706764366649,0.66330822986634,0.138951082162969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.03964403331514e-15,3.47963845237498e-15,-7.96927899105598e-15,3.39236040420991e-05,0.197706764366649,0.66330822986634,0.138951082162969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",1,0.0476190476190476,1.50990331349021e-14,7.17893626489552e-15,-1.49998015310654e-14,-1.12134141731883e-15,0.107027714328077,0.6491206247974,0.243420705460193,0.000430955414332854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50990331349021e-14,7.17893626489552e-15,-1.49998015310654e-14,-1.12134141731883e-15,0.107027714328077,0.6491206247974,0.243420705460193,0.000430955414332854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",1,0.0454545454545455,-3.47118167542959e-15,1.23685783837146e-14,-1.55414147263305e-14,-2.2234974854428e-15,0.049382716049386,0.574074074074073,0.37037037037037,0.00617283950617287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.47118167542959e-15,1.23685783837146e-14,-1.55414147263305e-14,-2.2234974854428e-15,0.049382716049386,0.574074074074073,0.37037037037037,0.00617283950617287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",1,0.0434782608695652,3.55531576401447e-14,-8.62439460125319e-15,-7.25342095414527e-15,-3.99277101182163e-15,0.0173688852703748,0.460580772101227,0.497320035280548,0.0247303073478527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55531576401447e-14,-8.62439460125319e-15,-7.25342095414527e-15,-3.99277101182163e-15,0.0173688852703748,0.460580772101227,0.497320035280548,0.0247303073478527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",1,0.0416666666666667,3.61889337940902e-14,-1.52308721190764e-15,-1.37765775350129e-14,-3.85891270110114e-15,0.0034476433146668,0.331256454907991,0.601653964161597,0.0636419376157488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61889337940902e-14,-1.52308721190764e-15,-1.37765775350129e-14,-3.85891270110114e-15,0.0034476433146668,0.331256454907991,0.601653964161597,0.0636419376157488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",1,0.04,-1.58345558887163e-14,2.19078227781111e-14,-9.54087069765519e-15,-6.46421664026592e-15,8.04115058855468e-05,0.208716858523494,0.660756420984387,0.130446308986237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.58345558887163e-14,2.19078227781111e-14,-9.54087069765519e-15,-6.46421664026592e-15,8.04115058855468e-05,0.208716858523494,0.660756420984387,0.130446308986237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",1,0.0384615384615385,5.54330886748389e-15,6.85736190053632e-15,-9.70556100765574e-15,-1.07453786537051e-14,6.77733068072927e-15,0.114492163647465,0.653640002713887,0.231596444806297,0.000271388832349551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54330886748389e-15,6.85736190053632e-15,-9.70556100765574e-15,-1.07453786537051e-14,6.77733068072927e-15,0.114492163647465,0.653640002713887,0.231596444806297,0.000271388832349551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",1,0.037037037037037,4.87474643984243e-14,-4.17222680015872e-14,5.44269490587723e-17,-1.27718202767163e-14,7.68250285775236e-15,0.0538694267916049,0.583681992597114,0.357302244234872,0.00514633637640627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87474643984243e-14,-4.17222680015872e-14,5.44269490587723e-17,-1.27718202767163e-14,7.68250285775236e-15,0.0538694267916049,0.583681992597114,0.357302244234872,0.00514633637640627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",1,0.0357142857142857,6.75327849197771e-14,-3.39307575092374e-14,-1.01385913553464e-14,-7.64541424960741e-15,4.36128794211767e-15,0.0196317153030634,0.473015657627909,0.485269617266361,0.0220830098026652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75327849197771e-14,-3.39307575092374e-14,-1.01385913553464e-14,-7.64541424960741e-15,4.36128794211767e-15,0.0196317153030634,0.473015657627909,0.485269617266361,0.0220830098026652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",1,0.0344827586206897,9.5590202420226e-14,-6.41674213763821e-14,8.50491552184529e-15,-1.29720995230287e-14,7.44367471849396e-15,0.00424045050546138,0.344256733835401,0.592882827871634,0.0586199877875026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5590202420226e-14,-6.41674213763821e-14,8.50491552184529e-15,-1.29720995230287e-14,7.44367471849396e-15,0.00424045050546138,0.344256733835401,0.592882827871634,0.0586199877875026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",1,0.0333333333333333,1.16871790023509e-13,-7.15877010448729e-14,-1.20476545406589e-15,-1.49421490805435e-14,7.3680482288313e-15,0.000157053722425919,0.220020957248718,0.657526140021561,0.122295849007295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16871790023509e-13,-7.15877010448729e-14,-1.20476545406589e-15,-1.49421490805435e-14,7.3680482288313e-15,0.000157053722425919,0.220020957248718,0.657526140021561,0.122295849007295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",1,0.032258064516129,1.20658691371567e-13,-6.98286914402324e-14,1.09816669646712e-14,-1.40202519732791e-14,7.73143213946698e-15,2.30569144506199e-15,0.122295849007291,0.657526140021561,0.220020957248721,0.000157053722424507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20658691371567e-13,-6.98286914402324e-14,1.09816669646712e-14,-1.40202519732791e-14,7.73143213946698e-15,2.30569144506199e-15,0.122295849007291,0.657526140021561,0.220020957248721,0.000157053722424507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",1,0.03125,4.82721501660066e-14,-2.69766847749153e-14,-2.95770352654046e-15,-1.50725786018935e-14,1.10538477243044e-14,2.0468923864897e-15,0.0586199877874991,0.592882827871634,0.344256733835403,0.0042404505054617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82721501660066e-14,-2.69766847749153e-14,-2.95770352654046e-15,-1.50725786018935e-14,1.10538477243044e-14,2.0468923864897e-15,0.0586199877874991,0.592882827871634,0.344256733835403,0.0042404505054617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",1,0.0303030303030303,1.46563317038328e-13,-8.82436484994642e-14,-1.02175212735034e-15,-1.47494863544928e-14,3.75795315005201e-15,9.82151643000306e-16,0.0220830098026615,0.485269617266361,0.473015657627911,0.0196317153030634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46563317038328e-13,-8.82436484994642e-14,-1.02175212735034e-15,-1.47494863544928e-14,3.75795315005201e-15,9.82151643000306e-16,0.0220830098026615,0.485269617266361,0.473015657627911,0.0196317153030634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",1,0.0294117647058824,9.75053371377044e-14,-9.25509668903146e-14,6.64225618951519e-15,-8.54307943831678e-15,5.29171975335863e-15,5.31001566501932e-15,0.00514633637640146,0.357302244234873,0.583681992597116,0.053869426791606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.75053371377044e-14,-9.25509668903146e-14,6.64225618951519e-15,-8.54307943831678e-15,5.29171975335863e-15,5.31001566501932e-15,0.00514633637640146,0.357302244234873,0.583681992597116,0.053869426791606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",1,0.0285714285714286,9.82131043159029e-14,-5.77229236631283e-14,-2.62116717220096e-14,-2.31589920851594e-14,1.52688191951134e-15,7.52216756765012e-15,0.000271388832342899,0.231596444806297,0.653640002713889,0.114492163647466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.82131043159029e-14,-5.77229236631283e-14,-2.62116717220096e-14,-2.31589920851594e-14,1.52688191951134e-15,7.52216756765012e-15,0.000271388832342899,0.231596444806297,0.653640002713889,0.114492163647466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",1,0.0277777777777778,1.43302036903492e-13,-8.73554700797641e-14,-5.75060832286312e-15,-3.12510434197222e-14,5.55122354334303e-15,3.17641420978509e-15,-8.03503801010427e-15,0.130446308986237,0.660756420984388,0.208716858523494,8.0411505881347e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43302036903492e-13,-8.73554700797641e-14,-5.75060832286312e-15,-3.12510434197222e-14,5.55122354334303e-15,3.17641420978509e-15,-8.03503801010427e-15,0.130446308986237,0.660756420984388,0.208716858523494,8.0411505881347e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",1,0.027027027027027,1.20792265079217e-13,-1.01824798592887e-13,-1.20962267979863e-14,-3.11035919242642e-14,1.03417708424702e-14,7.75069028055575e-16,-6.50566280940802e-15,0.0636419376157485,0.601653964161598,0.331256454907992,0.00344764331466278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20792265079217e-13,-1.01824798592887e-13,-1.20962267979863e-14,-3.11035919242642e-14,1.03417708424702e-14,7.75069028055575e-16,-6.50566280940802e-15,0.0636419376157485,0.601653964161598,0.331256454907992,0.00344764331466278,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",1,0.0263157894736842,6.79317713192518e-14,-2.10040318471272e-14,-1.19418364086243e-14,-2.39816846936414e-14,1.21428474914032e-14,9.08409632238705e-15,-1.00985283910072e-14,0.0247303073478531,0.497320035280549,0.460580772101228,0.0173688852703711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.79317713192518e-14,-2.10040318471272e-14,-1.19418364086243e-14,-2.39816846936414e-14,1.21428474914032e-14,9.08409632238705e-15,-1.00985283910072e-14,0.0247303073478531,0.497320035280549,0.460580772101228,0.0173688852703711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",1,0.0256410256410256,1.42760803178987e-13,-1.22823626269586e-13,2.77555756156289e-15,-3.53857568247129e-14,1.15599804034749e-14,4.22903899399696e-15,-1.00840288810161e-14,0.00617283950617376,0.370370370370371,0.574074074074074,0.0493827160493827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42760803178987e-13,-1.22823626269586e-13,2.77555756156289e-15,-3.53857568247129e-14,1.15599804034749e-14,4.22903899399696e-15,-1.00840288810161e-14,0.00617283950617376,0.370370370370371,0.574074074074074,0.0493827160493827,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",1,0.025,1.12507225757952e-13,-4.6743858783671e-14,-4.0835390624494e-14,-4.22838847269347e-14,1.4433766681865e-14,8.2724625760644e-17,-5.40374494283069e-15,0.000430955414332211,0.243420705460193,0.649120624797401,0.107027714328074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12507225757952e-13,-4.6743858783671e-14,-4.0835390624494e-14,-4.22838847269347e-14,1.4433766681865e-14,8.2724625760644e-17,-5.40374494283069e-15,0.000430955414332211,0.243420705460193,0.649120624797401,0.107027714328074,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",1,0.024390243902439,5.70515856779252e-14,-8.33881574902051e-14,4.09394740330526e-15,-3.11591030754954e-14,-3.84848403145455e-15,4.46767189216102e-15,-1.18278325501875e-14,-1.37210612023223e-15,0.13895108216297,0.663308229866342,0.197706764366646,3.39236040436951e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70515856779252e-14,-8.33881574902051e-14,4.09394740330526e-15,-3.11591030754954e-14,-3.84848403145455e-15,4.46767189216102e-15,-1.18278325501875e-14,-1.37210612023223e-15,0.13895108216297,0.663308229866342,0.197706764366646,3.39236040436951e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",1,0.0238095238095238,1.69957797835352e-13,-7.82776621299774e-14,-6.3803129446427e-15,-5.40947495131228e-14,1.52725054824998e-14,1.7802599672212e-15,-9.65761216657757e-15,4.03672397497113e-16,0.0689428148550204,0.609972785730979,0.318324023188668,0.00276037622533317,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69957797835352e-13,-7.82776621299774e-14,-6.3803129446427e-15,-5.40947495131228e-14,1.52725054824998e-14,1.7802599672212e-15,-9.65761216657757e-15,4.03672397497113e-16,0.0689428148550204,0.609972785730979,0.318324023188668,0.00276037622533317,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",1,0.0232558139534884,1.61613777915903e-13,-1.20025517302835e-13,-1.37008460132648e-14,-2.53772697300647e-14,-8.07210201458908e-15,1.10562600741382e-14,-9.38946186426759e-15,-2.67130982861252e-15,0.027581146517302,0.509144295934446,0.447987576422341,0.0152869811259119,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61613777915903e-13,-1.20025517302835e-13,-1.37008460132648e-14,-2.53772697300647e-14,-8.07210201458908e-15,1.10562600741382e-14,-9.38946186426759e-15,-2.67130982861252e-15,0.027581146517302,0.509144295934446,0.447987576422341,0.0152869811259119,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",1,0.0227272727272727,9.05872599155089e-14,-7.39512617808913e-14,-6.84244327864292e-14,-1.43444284228522e-14,-4.7791631763161e-16,1.35835353382019e-14,-1.34547321201106e-14,-8.20778314021206e-16,0.0073274984734374,0.383438496505871,0.564081688038536,0.0451523169821564,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05872599155089e-14,-7.39512617808913e-14,-6.84244327864292e-14,-1.43444284228522e-14,-4.7791631763161e-16,1.35835353382019e-14,-1.34547321201106e-14,-8.20778314021206e-16,0.0073274984734374,0.383438496505871,0.564081688038536,0.0451523169821564,0,0,0,0,0,0,0,0,0,0,0,0,0
